"produksjon og forbruk";"måned";"Elektrisk kraft"
"7 Nettoforbruk av elektrisk kraft";"1997M02";..
"7 Nettoforbruk av elektrisk kraft";"1997M03";..
"7 Nettoforbruk av elektrisk kraft";"1997M04";..
"7 Nettoforbruk av elektrisk kraft";"1997M05";..
"7 Nettoforbruk av elektrisk kraft";"1997M06";..
"7 Nettoforbruk av elektrisk kraft";"1997M07";..
"7 Nettoforbruk av elektrisk kraft";"1997M08";..
"7 Nettoforbruk av elektrisk kraft";"1997M09";..
"7 Nettoforbruk av elektrisk kraft";"1997M10";..
"7 Nettoforbruk av elektrisk kraft";"1997M11";..
"7 Nettoforbruk av elektrisk kraft";"1997M12";..
"7 Nettoforbruk av elektrisk kraft";"1998M01";..
"7 Nettoforbruk av elektrisk kraft";"1998M02";..
"7 Nettoforbruk av elektrisk kraft";"1998M03";..
"7 Nettoforbruk av elektrisk kraft";"1998M04";..
"7 Nettoforbruk av elektrisk kraft";"1998M05";..
"7 Nettoforbruk av elektrisk kraft";"1998M06";..
"7 Nettoforbruk av elektrisk kraft";"1998M07";..
"7 Nettoforbruk av elektrisk kraft";"1998M08";..
"7 Nettoforbruk av elektrisk kraft";"1998M09";..
"7 Nettoforbruk av elektrisk kraft";"1998M10";..
"7 Nettoforbruk av elektrisk kraft";"1998M11";..
"7 Nettoforbruk av elektrisk kraft";"1998M12";..
"7 Nettoforbruk av elektrisk kraft";"1999M01";..
"7 Nettoforbruk av elektrisk kraft";"1999M02";..
"7 Nettoforbruk av elektrisk kraft";"1999M03";..
"7 Nettoforbruk av elektrisk kraft";"1999M04";..
"7 Nettoforbruk av elektrisk kraft";"1999M05";..
"7 Nettoforbruk av elektrisk kraft";"1999M06";..
"7 Nettoforbruk av elektrisk kraft";"1999M07";..
"7 Nettoforbruk av elektrisk kraft";"1999M08";..
"7 Nettoforbruk av elektrisk kraft";"1999M09";..
"7 Nettoforbruk av elektrisk kraft";"1999M10";..
"7 Nettoforbruk av elektrisk kraft";"1999M11";..
"7 Nettoforbruk av elektrisk kraft";"1999M12";..
"7 Nettoforbruk av elektrisk kraft";"2000M01";..
"7 Nettoforbruk av elektrisk kraft";"2000M02";..
"7 Nettoforbruk av elektrisk kraft";"2000M03";..
"7 Nettoforbruk av elektrisk kraft";"2000M04";..
"7 Nettoforbruk av elektrisk kraft";"2000M05";..
"7 Nettoforbruk av elektrisk kraft";"2000M06";..
"7 Nettoforbruk av elektrisk kraft";"2000M07";..
"7 Nettoforbruk av elektrisk kraft";"2000M08";..
"7 Nettoforbruk av elektrisk kraft";"2000M09";..
"7 Nettoforbruk av elektrisk kraft";"2000M10";..
"7 Nettoforbruk av elektrisk kraft";"2000M11";..
"7 Nettoforbruk av elektrisk kraft";"2000M12";..
"7 Nettoforbruk av elektrisk kraft";"2001M01";..
"7 Nettoforbruk av elektrisk kraft";"2001M02";..
"7 Nettoforbruk av elektrisk kraft";"2001M03";..
"7 Nettoforbruk av elektrisk kraft";"2001M04";..
"7 Nettoforbruk av elektrisk kraft";"2001M05";..
"7 Nettoforbruk av elektrisk kraft";"2001M06";..
"7 Nettoforbruk av elektrisk kraft";"2001M07";..
"7 Nettoforbruk av elektrisk kraft";"2001M08";..
"7 Nettoforbruk av elektrisk kraft";"2001M09";..
"7 Nettoforbruk av elektrisk kraft";"2001M10";..
"7 Nettoforbruk av elektrisk kraft";"2001M11";..
"7 Nettoforbruk av elektrisk kraft";"2001M12";..
"7 Nettoforbruk av elektrisk kraft";"2002M01";..
"7 Nettoforbruk av elektrisk kraft";"2002M02";..
"7 Nettoforbruk av elektrisk kraft";"2002M03";..
"7 Nettoforbruk av elektrisk kraft";"2002M04";..
"7 Nettoforbruk av elektrisk kraft";"2002M05";..
"7 Nettoforbruk av elektrisk kraft";"2002M06";..
"7 Nettoforbruk av elektrisk kraft";"2002M07";..
"7 Nettoforbruk av elektrisk kraft";"2002M08";..
"7 Nettoforbruk av elektrisk kraft";"2002M09";..
"7 Nettoforbruk av elektrisk kraft";"2002M10";..
"7 Nettoforbruk av elektrisk kraft";"2002M11";..
"7 Nettoforbruk av elektrisk kraft";"2002M12";..
"7 Nettoforbruk av elektrisk kraft";"2003M01";..
"7 Nettoforbruk av elektrisk kraft";"2003M02";..
"7 Nettoforbruk av elektrisk kraft";"2003M03";..
"7 Nettoforbruk av elektrisk kraft";"2003M04";..
"7 Nettoforbruk av elektrisk kraft";"2003M05";..
"7 Nettoforbruk av elektrisk kraft";"2003M06";..
"7 Nettoforbruk av elektrisk kraft";"2003M07";..
"7 Nettoforbruk av elektrisk kraft";"2003M08";..
"7 Nettoforbruk av elektrisk kraft";"2003M09";..
"7 Nettoforbruk av elektrisk kraft";"2003M10";..
"7 Nettoforbruk av elektrisk kraft";"2003M11";..
"7 Nettoforbruk av elektrisk kraft";"2003M12";..
"7 Nettoforbruk av elektrisk kraft";"2004M01";..
"7 Nettoforbruk av elektrisk kraft";"2004M02";..
"7 Nettoforbruk av elektrisk kraft";"2004M03";..
"7 Nettoforbruk av elektrisk kraft";"2004M04";..
"7 Nettoforbruk av elektrisk kraft";"2004M05";..
"7 Nettoforbruk av elektrisk kraft";"2004M06";..
"7 Nettoforbruk av elektrisk kraft";"2004M07";..
"7 Nettoforbruk av elektrisk kraft";"2004M08";..
"7 Nettoforbruk av elektrisk kraft";"2004M09";..
"7 Nettoforbruk av elektrisk kraft";"2004M10";..
"7 Nettoforbruk av elektrisk kraft";"2004M11";..
"7 Nettoforbruk av elektrisk kraft";"2004M12";..
"7 Nettoforbruk av elektrisk kraft";"2005M01";..
"7 Nettoforbruk av elektrisk kraft";"2005M02";..
"7 Nettoforbruk av elektrisk kraft";"2005M03";..
"7 Nettoforbruk av elektrisk kraft";"2005M04";..
"7 Nettoforbruk av elektrisk kraft";"2005M05";..
"7 Nettoforbruk av elektrisk kraft";"2005M06";..
"7 Nettoforbruk av elektrisk kraft";"2005M07";..
"7 Nettoforbruk av elektrisk kraft";"2005M08";..
"7 Nettoforbruk av elektrisk kraft";"2005M09";..
"7 Nettoforbruk av elektrisk kraft";"2005M10";..
"7 Nettoforbruk av elektrisk kraft";"2005M11";..
"7 Nettoforbruk av elektrisk kraft";"2005M12";..
"7 Nettoforbruk av elektrisk kraft";"2006M01";..
"7 Nettoforbruk av elektrisk kraft";"2006M02";..
"7 Nettoforbruk av elektrisk kraft";"2006M03";..
"7 Nettoforbruk av elektrisk kraft";"2006M04";..
"7 Nettoforbruk av elektrisk kraft";"2006M05";..
"7 Nettoforbruk av elektrisk kraft";"2006M06";..
"7 Nettoforbruk av elektrisk kraft";"2006M07";..
"7 Nettoforbruk av elektrisk kraft";"2006M08";..
"7 Nettoforbruk av elektrisk kraft";"2006M09";..
"7 Nettoforbruk av elektrisk kraft";"2006M10";..
"7 Nettoforbruk av elektrisk kraft";"2006M11";..
"7 Nettoforbruk av elektrisk kraft";"2006M12";..
"7 Nettoforbruk av elektrisk kraft";"2007M01";..
"7 Nettoforbruk av elektrisk kraft";"2007M02";..
"7 Nettoforbruk av elektrisk kraft";"2007M03";..
"7 Nettoforbruk av elektrisk kraft";"2007M04";..
"7 Nettoforbruk av elektrisk kraft";"2007M05";..
"7 Nettoforbruk av elektrisk kraft";"2007M06";..
"7 Nettoforbruk av elektrisk kraft";"2007M07";..
"7 Nettoforbruk av elektrisk kraft";"2007M08";..
"7 Nettoforbruk av elektrisk kraft";"2007M09";..
"7 Nettoforbruk av elektrisk kraft";"2007M10";..
"7 Nettoforbruk av elektrisk kraft";"2007M11";..
"7 Nettoforbruk av elektrisk kraft";"2007M12";..
"7 Nettoforbruk av elektrisk kraft";"2008M01";..
"7 Nettoforbruk av elektrisk kraft";"2008M02";..
"7 Nettoforbruk av elektrisk kraft";"2008M03";..
"7 Nettoforbruk av elektrisk kraft";"2008M04";..
"7 Nettoforbruk av elektrisk kraft";"2008M05";..
"7 Nettoforbruk av elektrisk kraft";"2008M06";..
"7 Nettoforbruk av elektrisk kraft";"2008M07";..
"7 Nettoforbruk av elektrisk kraft";"2008M08";..
"7 Nettoforbruk av elektrisk kraft";"2008M09";..
"7 Nettoforbruk av elektrisk kraft";"2008M10";..
"7 Nettoforbruk av elektrisk kraft";"2008M11";..
"7 Nettoforbruk av elektrisk kraft";"2008M12";..
"7 Nettoforbruk av elektrisk kraft";"2009M01";..
"7 Nettoforbruk av elektrisk kraft";"2009M02";..
"7 Nettoforbruk av elektrisk kraft";"2009M03";..
"7 Nettoforbruk av elektrisk kraft";"2009M04";..
"7 Nettoforbruk av elektrisk kraft";"2009M05";..
"7 Nettoforbruk av elektrisk kraft";"2009M06";..
"7 Nettoforbruk av elektrisk kraft";"2009M07";..
"7 Nettoforbruk av elektrisk kraft";"2009M08";..
"7 Nettoforbruk av elektrisk kraft";"2009M09";..
"7 Nettoforbruk av elektrisk kraft";"2009M10";..
"7 Nettoforbruk av elektrisk kraft";"2009M11";..
"7 Nettoforbruk av elektrisk kraft";"2009M12";..
"7 Nettoforbruk av elektrisk kraft";"2010M01";..
"7 Nettoforbruk av elektrisk kraft";"2010M02";..
"7 Nettoforbruk av elektrisk kraft";"2010M03";..
"7 Nettoforbruk av elektrisk kraft";"2010M04";..
"7 Nettoforbruk av elektrisk kraft";"2010M05";..
"7 Nettoforbruk av elektrisk kraft";"2010M06";..
"7 Nettoforbruk av elektrisk kraft";"2010M07";..
"7 Nettoforbruk av elektrisk kraft";"2010M08";..
"7 Nettoforbruk av elektrisk kraft";"2010M09";..
"7 Nettoforbruk av elektrisk kraft";"2010M10";..
"7 Nettoforbruk av elektrisk kraft";"2010M11";..
"7 Nettoforbruk av elektrisk kraft";"2010M12";..
"7 Nettoforbruk av elektrisk kraft";"2011M01";..
"7 Nettoforbruk av elektrisk kraft";"2011M02";..
"7 Nettoforbruk av elektrisk kraft";"2011M03";..
"7 Nettoforbruk av elektrisk kraft";"2011M04";..
"7 Nettoforbruk av elektrisk kraft";"2011M05";..
"7 Nettoforbruk av elektrisk kraft";"2011M06";..
"7 Nettoforbruk av elektrisk kraft";"2011M07";..
"7 Nettoforbruk av elektrisk kraft";"2011M08";..
"7 Nettoforbruk av elektrisk kraft";"2011M09";..
"7 Nettoforbruk av elektrisk kraft";"2011M10";..
"7 Nettoforbruk av elektrisk kraft";"2011M11";..
"7 Nettoforbruk av elektrisk kraft";"2011M12";..
"7 Nettoforbruk av elektrisk kraft";"2012M01";..
"7 Nettoforbruk av elektrisk kraft";"2012M02";..
"7 Nettoforbruk av elektrisk kraft";"2012M03";..
"7 Nettoforbruk av elektrisk kraft";"2012M04";..
"7 Nettoforbruk av elektrisk kraft";"2012M05";..
"7 Nettoforbruk av elektrisk kraft";"2012M06";..
"7 Nettoforbruk av elektrisk kraft";"2012M07";..
"7 Nettoforbruk av elektrisk kraft";"2012M08";..
"7 Nettoforbruk av elektrisk kraft";"2012M09";..
"7 Nettoforbruk av elektrisk kraft";"2012M10";..
"7 Nettoforbruk av elektrisk kraft";"2012M11";..
"7 Nettoforbruk av elektrisk kraft";"2012M12";..
"7 Nettoforbruk av elektrisk kraft";"2013M01";..
"7 Nettoforbruk av elektrisk kraft";"2013M02";..
"7 Nettoforbruk av elektrisk kraft";"2013M03";..
"7 Nettoforbruk av elektrisk kraft";"2013M04";..
"7 Nettoforbruk av elektrisk kraft";"2013M05";..
"7 Nettoforbruk av elektrisk kraft";"2013M06";..
"7 Nettoforbruk av elektrisk kraft";"2013M07";..
"7 Nettoforbruk av elektrisk kraft";"2013M08";..
"7 Nettoforbruk av elektrisk kraft";"2013M09";..
"7 Nettoforbruk av elektrisk kraft";"2013M10";..
"7 Nettoforbruk av elektrisk kraft";"2013M11";..
"7 Nettoforbruk av elektrisk kraft";"2013M12";..
"7 Nettoforbruk av elektrisk kraft";"2014M01";..
"7 Nettoforbruk av elektrisk kraft";"2014M02";..
"7 Nettoforbruk av elektrisk kraft";"2014M03";..
"7 Nettoforbruk av elektrisk kraft";"2014M04";..
"7 Nettoforbruk av elektrisk kraft";"2014M05";..
"7 Nettoforbruk av elektrisk kraft";"2014M06";..
"7 Nettoforbruk av elektrisk kraft";"2014M07";..
"7 Nettoforbruk av elektrisk kraft";"2014M08";..
"7 Nettoforbruk av elektrisk kraft";"2014M09";..
"7 Nettoforbruk av elektrisk kraft";"2014M10";..
"7 Nettoforbruk av elektrisk kraft";"2014M11";..
"7 Nettoforbruk av elektrisk kraft";"2014M12";..
"7 Nettoforbruk av elektrisk kraft";"2015M01";..
"7 Nettoforbruk av elektrisk kraft";"2015M02";..
"7 Nettoforbruk av elektrisk kraft";"2015M03";..
"7 Nettoforbruk av elektrisk kraft";"2015M04";..
"7 Nettoforbruk av elektrisk kraft";"2015M05";..
"7 Nettoforbruk av elektrisk kraft";"2015M06";..
"7 Nettoforbruk av elektrisk kraft";"2015M07";..
"7 Nettoforbruk av elektrisk kraft";"2015M08";..
"7 Nettoforbruk av elektrisk kraft";"2015M09";..
"7 Nettoforbruk av elektrisk kraft";"2015M10";..
"7 Nettoforbruk av elektrisk kraft";"2015M11";..
"7 Nettoforbruk av elektrisk kraft";"2015M12";..
"7 Nettoforbruk av elektrisk kraft";"2016M01";..
"7 Nettoforbruk av elektrisk kraft";"2016M02";..
"7 Nettoforbruk av elektrisk kraft";"2016M03";..
"7 Nettoforbruk av elektrisk kraft";"2016M04";..
"7 Nettoforbruk av elektrisk kraft";"2016M05";..
"7 Nettoforbruk av elektrisk kraft";"2016M06";..
"7 Nettoforbruk av elektrisk kraft";"2016M07";..
"7 Nettoforbruk av elektrisk kraft";"2016M08";..
"7 Nettoforbruk av elektrisk kraft";"2016M09";..
"7 Nettoforbruk av elektrisk kraft";"2016M10";..
"7 Nettoforbruk av elektrisk kraft";"2016M11";..
"7 Nettoforbruk av elektrisk kraft";"2016M12";..
"7 Nettoforbruk av elektrisk kraft";"2017M01";..
"7 Nettoforbruk av elektrisk kraft";"2017M02";..
"7 Nettoforbruk av elektrisk kraft";"2017M03";..
"7 Nettoforbruk av elektrisk kraft";"2017M04";..
"7 Nettoforbruk av elektrisk kraft";"2017M05";..
"7 Nettoforbruk av elektrisk kraft";"2017M06";..
"7 Nettoforbruk av elektrisk kraft";"2017M07";..
"7 Nettoforbruk av elektrisk kraft";"2017M08";..
"7 Nettoforbruk av elektrisk kraft";"2017M09";..
"7 Nettoforbruk av elektrisk kraft";"2017M10";..
"7 Nettoforbruk av elektrisk kraft";"2017M11";..
"7 Nettoforbruk av elektrisk kraft";"2017M12";..
"7 Nettoforbruk av elektrisk kraft";"2018M01";..
"7 Nettoforbruk av elektrisk kraft";"2018M02";..
"7 Nettoforbruk av elektrisk kraft";"2018M03";..
"7 Nettoforbruk av elektrisk kraft";"2018M04";..
"7 Nettoforbruk av elektrisk kraft";"2018M05";..
"7 Nettoforbruk av elektrisk kraft";"2018M06";..
"7 Nettoforbruk av elektrisk kraft";"2018M07";..
"7 Nettoforbruk av elektrisk kraft";"2018M08";..
"7 Nettoforbruk av elektrisk kraft";"2018M09";..
"7 Nettoforbruk av elektrisk kraft";"2018M10";..
"7 Nettoforbruk av elektrisk kraft";"2018M11";..
"7 Nettoforbruk av elektrisk kraft";"2018M12";..
"7 Nettoforbruk av elektrisk kraft";"2019M01";..
"7 Nettoforbruk av elektrisk kraft";"2019M02";..
"7 Nettoforbruk av elektrisk kraft";"2019M03";..
"7 Nettoforbruk av elektrisk kraft";"2019M04";..
"7 Nettoforbruk av elektrisk kraft";"2019M05";..
"7 Nettoforbruk av elektrisk kraft";"2019M06";..
"7 Nettoforbruk av elektrisk kraft";"2019M07";..
"7 Nettoforbruk av elektrisk kraft";"2019M08";..
"7 Nettoforbruk av elektrisk kraft";"2019M09";..
"7 Nettoforbruk av elektrisk kraft";"2019M10";..
"7 Nettoforbruk av elektrisk kraft";"2019M11";..
"7 Nettoforbruk av elektrisk kraft";"2019M12";..
"7 Nettoforbruk av elektrisk kraft";"2020M01";12440054
"7 Nettoforbruk av elektrisk kraft";"2020M02";12050952
"7 Nettoforbruk av elektrisk kraft";"2020M03";12369764
"7 Nettoforbruk av elektrisk kraft";"2020M04";10437409
"7 Nettoforbruk av elektrisk kraft";"2020M05";9692440
"7 Nettoforbruk av elektrisk kraft";"2020M06";8098256
"7 Nettoforbruk av elektrisk kraft";"2020M07";8350602
"7 Nettoforbruk av elektrisk kraft";"2020M08";8490526
"7 Nettoforbruk av elektrisk kraft";"2020M09";8958339
"7 Nettoforbruk av elektrisk kraft";"2020M10";10555360
"7 Nettoforbruk av elektrisk kraft";"2020M11";11285699
"7 Nettoforbruk av elektrisk kraft";"2020M12";12680303
"7 Nettoforbruk av elektrisk kraft";"2021M01";14613794
"7 Nettoforbruk av elektrisk kraft";"2021M02";13112230
"7 Nettoforbruk av elektrisk kraft";"2021M03";12504553
"7 Nettoforbruk av elektrisk kraft";"2021M04";11022791
"7 Nettoforbruk av elektrisk kraft";"2021M05";10050548
"7 Nettoforbruk av elektrisk kraft";"2021M06";8512216
"7 Nettoforbruk av elektrisk kraft";"2021M07";8399437
"7 Nettoforbruk av elektrisk kraft";"2021M08";8819971
"7 Nettoforbruk av elektrisk kraft";"2021M09";9067709
"7 Nettoforbruk av elektrisk kraft";"2021M10";10499273
"7 Nettoforbruk av elektrisk kraft";"2021M11";11730204
"7 Nettoforbruk av elektrisk kraft";"2021M12";13560910
"7 Nettoforbruk av elektrisk kraft";"2022M01";13096124
"7 Nettoforbruk av elektrisk kraft";"2022M02";11846817
"7 Nettoforbruk av elektrisk kraft";"2022M03";11888763
"7 Nettoforbruk av elektrisk kraft";"2022M04";10499446
"7 Nettoforbruk av elektrisk kraft";"2022M05";9618810
"7 Nettoforbruk av elektrisk kraft";"2022M06";8553256
"7 Nettoforbruk av elektrisk kraft";"2022M07";8469901
"7 Nettoforbruk av elektrisk kraft";"2022M08";8720500
"7 Nettoforbruk av elektrisk kraft";"2022M09";8745499
"7 Nettoforbruk av elektrisk kraft";"2022M10";10089994
"7 Nettoforbruk av elektrisk kraft";"2022M11";10820190
"7 Nettoforbruk av elektrisk kraft";"2022M12";13123934
"7 Nettoforbruk av elektrisk kraft";"2023M01";12942157
"7 Nettoforbruk av elektrisk kraft";"2023M02";11250002
"7 Nettoforbruk av elektrisk kraft";"2023M03";12634699
"7 Nettoforbruk av elektrisk kraft";"2023M04";10262186
"7 Nettoforbruk av elektrisk kraft";"2023M05";9256063
"7 Nettoforbruk av elektrisk kraft";"2023M06";8179569
"7 Nettoforbruk av elektrisk kraft";"2023M07";8162452
"7 Nettoforbruk av elektrisk kraft";"2023M08";8559022
"7 Nettoforbruk av elektrisk kraft";"2023M09";8581608
"7 Nettoforbruk av elektrisk kraft";"2023M10";11032323
"7 Nettoforbruk av elektrisk kraft";"2023M11";12523360
"7 Nettoforbruk av elektrisk kraft";"2023M12";13940469
"7 Nettoforbruk av elektrisk kraft";"2024M01";14449166
"7 Nettoforbruk av elektrisk kraft";"2024M02";12631110
"7 Nettoforbruk av elektrisk kraft";"2024M03";12155181
"7 Nettoforbruk av elektrisk kraft";"2024M04";10835874
"7 Nettoforbruk av elektrisk kraft";"2024M05";9060764
"7 Nettoforbruk av elektrisk kraft";"2024M06";8744181
"7 Nettoforbruk av elektrisk kraft";"2024M07";8489695
"7 Nettoforbruk av elektrisk kraft";"2024M08";8880035
"7 Nettoforbruk av elektrisk kraft";"2024M09";9110319
"7 Nettoforbruk av elektrisk kraft";"2024M10";10809647
"7 Nettoforbruk av elektrisk kraft";"2024M11";11957294
"7 Nettoforbruk av elektrisk kraft";"2024M12";12945144
"7 Nettoforbruk av elektrisk kraft";"2025M01";13803710
"7 Nettoforbruk av elektrisk kraft";"2025M02";12241312
